,title,release_date,budget,revenue,runtime,rating,vote_count,language
307,The Expendables 3,8/4/2014,90000000.0,206172544.0,127.0,6.1,1795.0,English
308,Point Break,12/3/2015,105000000.0,133718711.0,114.0,5.5,783.0,English
310,In the Heart of the Sea,11/20/2015,100000000.0,93820758.0,122.0,6.5,1276.0,English
311,The Adventures of Pluto Nash,8/15/2002,100000000.0,7103973.0,95.0,4.4,142.0,English
312,Green Zone,3/11/2010,100000000.0,94882889.0,115.0,6.4,717.0,English
313,The Peanuts Movie,11/5/2015,99000000.0,246233113.0,88.0,6.5,604.0,English
314,The Spanish Prisoner,9/8/1997,10000000.0,13835130.0,110.0,7.1,73.0,English
315,The Mummy Returns,4/28/2001,98000000.0,433013274.0,130.0,6.0,2206.0,English
316,Gangs of New York,12/14/2002,100000000.0,193772504.0,167.0,7.1,1910.0,English
317,The Flowers of War,12/15/2011,94000000.0,95311434.0,145.0,7.1,187.0,Chinese
318,Surf's Up,6/8/2007,85000000.0,149044513.0,85.0,5.9,601.0,English
319,The Stepford Wives,6/10/2004,90000000.0,102000000.0,93.0,5.4,334.0,English
320,Black Hawk Down,12/28/2001,92000000.0,172989651.0,144.0,7.2,1811.0,English
322,The Fifth Element,5/7/1997,90000000.0,263920180.0,126.0,7.3,3885.0,English
323,Sex and the City 2,5/26/2010,100000000.0,288347692.0,146.0,5.4,426.0,English
324,The Road to El Dorado,3/31/2000,95000000.0,76432727.0,89.0,7.0,858.0,English
325,Ice Age: Continental Drift,6/26/2012,95000000.0,877244782.0,88.0,6.2,2672.0,English
326,Cinderella,3/12/2015,95000000.0,543514353.0,105.0,6.7,2374.0,English
327,The Lovely Bones,12/26/2009,65000000.0,93525586.0,136.0,6.6,1065.0,English
328,Finding Nemo,5/30/2003,94000000.0,940335536.0,100.0,7.6,6122.0,English
329,The Lord of the Rings: The Return of the King,12/1/2003,94000000.0,1118888979.0,201.0,8.1,8064.0,English
330,The Lord of the Rings: The Two Towers,12/18/2002,79000000.0,926287400.0,179.0,8.0,7487.0,English
331,Seventh Son,12/12/2014,95000000.0,114178613.0,102.0,5.2,957.0,English
332,Lara Croft: Tomb Raider,6/11/2001,115000000.0,274703340.0,100.0,5.7,2192.0,English
333,Transcendence,4/16/2014,100000000.0,103039258.0,119.0,5.9,2295.0,English
334,Jurassic Park III,7/18/2001,93000000.0,368780809.0,92.0,5.7,2077.0,English
335,Rise of the Planet of the Apes,8/3/2011,93000000.0,482860185.0,105.0,7.0,4347.0,English
336,The Spiderwick Chronicles,2/14/2008,90000000.0,162839667.0,95.0,6.3,572.0,English
337,A Good Day to Die Hard,2/6/2013,92000000.0,304654182.0,98.0,5.2,3493.0,English
338,The Alamo,4/7/2004,145000000.0,25819961.0,137.0,5.8,106.0,English
339,The Incredibles,11/5/2004,92000000.0,631442092.0,115.0,7.4,5152.0,English
340,Cutthroat Island,12/22/1995,98000000.0,10017322.0,119.0,5.7,136.0,English
341,Percy Jackson & the Olympians: The Lightning Thief,2/1/2010,95000000.0,226497209.0,118.0,6.0,2010.0,English
342,Men in Black,7/2/1997,90000000.0,589390539.0,98.0,6.9,4412.0,English
343,Toy Story 2,10/30/1999,90000000.0,497366869.0,92.0,7.3,3806.0,English
344,Unstoppable,11/4/2010,100000000.0,167805466.0,98.0,6.3,1165.0,English
345,Rush Hour 2,8/3/2001,90000000.0,347325802.0,90.0,6.4,1054.0,English
346,What Lies Beneath,7/21/2000,100000000.0,155464351.0,130.0,6.3,488.0,English
347,Cloudy with a Chance of Meatballs,9/17/2009,100000000.0,242988466.0,90.0,6.5,1747.0,English
348,Ice Age: Dawn of the Dinosaurs,6/29/2009,90000000.0,886686817.0,94.0,6.5,2271.0,English
349,The Secret Life of Walter Mitty,12/18/2013,90000000.0,188133322.0,114.0,7.0,3144.0,English
350,Charlie's Angels,11/2/2000,92000000.0,264105545.0,98.0,5.6,1232.0,English
351,The Departed,10/5/2006,90000000.0,289847354.0,151.0,7.9,4339.0,English
352,Mulan,6/18/1998,90000000.0,304320254.0,88.0,7.6,2008.0,English
353,Tropic Thunder,8/9/2008,92000000.0,188072649.0,107.0,6.5,1667.0,English
354,The Girl with the Dragon Tattoo,12/14/2011,90000000.0,232617430.0,158.0,7.2,2434.0,English
355,Die Hard: With a Vengeance,5/19/1995,90000000.0,366101666.0,128.0,6.9,2066.0,English
356,Sherlock Holmes,12/23/2009,90000000.0,524028679.0,128.0,7.0,5766.0,English
357,Ben-Hur,8/17/2016,100000000.0,94061311.0,125.0,5.3,621.0,English
358,Atlantis: The Lost Empire,6/2/2001,120000000.0,186053725.0,95.0,6.7,1224.0,English
360,Valkyrie,12/25/2008,75000000.0,200276000.0,121.0,6.7,1173.0,English
361,You Don't Mess with the Zohan,6/5/2008,90000000.0,201596308.0,113.0,5.5,1048.0,English
362,Pixels,7/16/2015,88000000.0,243637091.0,105.0,5.6,2513.0,English
363,A.I. Artificial Intelligence,6/29/2001,100000000.0,235926552.0,146.0,6.8,1974.0,English
364,The Haunted Mansion,11/25/2003,90000000.0,182290266.0,99.0,5.2,466.0,English
365,Contact,7/11/1997,90000000.0,171120329.0,150.0,7.2,1308.0,English
366,Hollow Man,8/4/2000,95000000.0,190213455.0,112.0,5.6,634.0,English
367,The Interpreter,4/8/2005,80000000.0,162944923.0,128.0,6.2,392.0,English
368,Percy Jackson: Sea of Monsters,8/7/2013,90000000.0,174578751.0,106.0,5.9,1648.0,English
369,Lara Croft Tomb Raider: The Cradle of Life,7/21/2003,95000000.0,156505388.0,117.0,5.5,1418.0,English
370,Now You See Me 2,6/2/2016,90000000.0,334901337.0,129.0,6.7,3235.0,English
371,The Saint,4/3/1997,68000000.0,118063304.0,116.0,5.9,302.0,English
372,Spy Game,11/18/2001,92000000.0,143049560.0,126.0,6.8,579.0,English
373,Mission to Mars,3/10/2000,90000000.0,60874615.0,114.0,5.7,369.0,English
374,Rio,4/3/2011,90000000.0,484635760.0,96.0,6.5,2166.0,English
375,Bicentennial Man,12/17/1999,100000000.0,93700000.0,131.0,6.9,963.0,English
377,The Devil's Own,3/12/1997,90000000.0,140807547.0,107.0,5.9,290.0,English
378,K-19: The Widowmaker,7/19/2002,100000000.0,35168966.0,138.0,6.1,264.0,English
379,Conan the Barbarian,4/2/1982,20000000.0,79114085.0,129.0,6.6,650.0,English
380,Cinderella Man,6/2/2005,88000000.0,108539911.0,144.0,7.3,616.0,English
381,The Nutcracker: The Untold Story,11/24/2010,90000000.0,16178959.0,110.0,5.4,50.0,English
382,Seabiscuit,7/22/2003,87000000.0,148336445.0,141.0,6.7,216.0,English
383,Twister,5/10/1996,92000000.0,494471524.0,113.0,6.1,950.0,English
384,Cast Away,12/22/2000,90000000.0,429632142.0,143.0,7.5,3218.0,English
385,Happy Feet,11/16/2006,100000000.0,384335608.0,108.0,5.9,1410.0,English
386,The Bourne Supremacy,7/23/2004,75000000.0,288500217.0,108.0,7.2,2825.0,English
387,Air Force One,7/25/1997,85000000.0,315156409.0,124.0,6.2,840.0,English
388,Ocean's Eleven,12/7/2001,85000000.0,450717150.0,116.0,7.2,3783.0,English
389,The Three Musketeers,8/31/2011,75000000.0,132274484.0,110.0,5.6,924.0,English
390,Hotel Transylvania,9/20/2012,85000000.0,358375603.0,91.0,6.8,2566.0,English
391,Enchanted,11/20/2007,85000000.0,340487652.0,107.0,6.6,1449.0,English
392,Safe House,2/9/2012,85000000.0,208076205.0,115.0,6.3,1345.0,English
393,102 Dalmatians,10/7/2000,85000000.0,183611771.0,100.0,5.1,313.0,English
394,Tower Heist,11/2/2011,75000000.0,152930623.0,104.0,5.8,932.0,English
395,The Holiday,12/8/2006,85000000.0,194168700.0,136.0,6.7,1225.0,English
396,Enemy of the State,11/20/1998,90000000.0,250649836.0,132.0,6.7,1240.0,English
397,It's Complicated,12/23/2009,85000000.0,219103655.0,121.0,6.2,360.0,English
398,Ocean's Thirteen,6/7/2007,85000000.0,311312624.0,122.0,6.5,1999.0,English
399,Open Season,9/29/2006,85000000.0,197309027.0,83.0,6.1,656.0,English
400,Divergent,3/14/2014,85000000.0,288747895.0,139.0,6.9,4663.0,English
401,Enemy at the Gates,3/13/2001,68000000.0,96976270.0,131.0,7.2,999.0,English
402,The Rundown,9/26/2003,85000000.0,80916492.0,104.0,6.4,514.0,English
403,Last Action Hero,6/18/1993,85000000.0,137298489.0,130.0,6.1,712.0,English
404,Memoirs of a Geisha,12/6/2005,85000000.0,162242962.0,145.0,7.3,652.0,English
405,The Fast and the Furious: Tokyo Drift,6/3/2006,85000000.0,158468292.0,104.0,6.1,1705.0,English
407,Meet Joe Black,11/12/1998,90000000.0,142940100.0,178.0,6.9,1147.0,English
408,Collateral Damage,2/6/2002,85000000.0,78382433.0,108.0,5.5,427.0,English
410,Mirror Mirror,3/15/2012,85000000.0,183018522.0,106.0,5.5,1114.0,English
411,Scott Pilgrim vs. the World,7/27/2010,60000000.0,47664559.0,112.0,7.2,2126.0,English
412,The Core,3/28/2003,60000000.0,74208267.0,136.0,5.4,516.0,English
413,Nutty Professor II: The Klumps,7/27/2000,84000000.0,123307945.0,106.0,4.7,332.0,English
414,Scooby-Doo,6/14/2002,84000000.0,275650703.0,88.0,5.4,820.0,English
415,Dredd,9/7/2012,50000000.0,41037742.0,95.0,6.6,1940.0,English
416,Click,6/22/2006,82500000.0,237681299.0,107.0,6.0,2104.0,English
417,Creepshow,11/12/1982,8000000.0,21028755.0,120.0,6.7,226.0,English
418,Cats & Dogs 2 : The Revenge of Kitty Galore,7/30/2010,85000000.0,112483764.0,82.0,4.9,119.0,English
419,Jumper,2/10/2008,85000000.0,222231186.0,88.0,5.9,1799.0,English
420,Hellboy II: The Golden Army,7/11/2008,85000000.0,160388063.0,120.0,6.5,1527.0,English
421,Zodiac,3/2/2007,65000000.0,84785914.0,157.0,7.3,2023.0,English
422,The 6th Day,11/17/2000,82000000.0,96085477.0,123.0,5.7,595.0,English
423,Bruce Almighty,5/23/2003,80000000.0,484572835.0,101.0,6.4,3012.0,English
424,The Expendables,8/3/2010,80000000.0,274470394.0,103.0,6.0,2926.0,English
425,Mission: Impossible,5/22/1996,80000000.0,457696359.0,110.0,6.7,2631.0,English
426,The Hunger Games,3/12/2012,75000000.0,691210692.0,142.0,6.9,9455.0,English
427,The Hangover Part II,5/25/2011,80000000.0,254455986.0,102.0,6.2,3739.0,English
428,Batman Returns,6/19/1992,80000000.0,280000000.0,126.0,6.6,1673.0,English
429,Over the Hedge,4/22/2006,80000000.0,343397247.0,83.0,6.3,1074.0,English
430,Lilo & Stitch,6/21/2002,80000000.0,145771527.0,85.0,7.1,1314.0,English
431,Charlotte's Web,12/15/2006,85000000.0,144000000.0,97.0,5.8,288.0,English
432,Deep Impact,5/8/1998,75000000.0,140464664.0,120.0,5.9,855.0,English
434,The Longest Yard,5/19/2005,82000000.0,190320568.0,113.0,6.2,785.0,English
435,Alvin and the Chipmunks: Chipwrecked,12/14/2011,75000000.0,342695435.0,87.0,5.4,484.0,English
436,Grown Ups 2,7/11/2013,80000000.0,246984278.0,100.0,5.8,1155.0,English
437,Get Smart,6/19/2008,80000000.0,230685453.0,110.0,6.0,1051.0,English
438,Something's Gotta Give,12/12/2003,80000000.0,266728738.0,128.0,6.3,410.0,English
439,Shutter Island,2/18/2010,80000000.0,294804195.0,138.0,7.8,6336.0,English
440,Four Christmases,11/26/2008,80000000.0,163733697.0,88.0,5.3,331.0,English
441,Robots,3/10/2005,75000000.0,260696994.0,91.0,6.0,1333.0,English
442,Face/Off,6/27/1997,80000000.0,245676146.0,138.0,6.8,1583.0,English
443,Bedtime Stories,12/24/2008,80000000.0,212874442.0,99.0,5.9,901.0,English
444,Road to Perdition,7/12/2002,80000000.0,181001478.0,117.0,7.3,1077.0,English
445,Just Go with It,2/10/2011,80000000.0,214918407.0,117.0,6.3,1543.0,English
446,Con Air,6/1/1997,75000000.0,224012234.0,115.0,6.5,1270.0,English
447,Eagle Eye,9/25/2008,80000000.0,178066569.0,118.0,6.3,1018.0,English
448,Cold Mountain,12/24/2003,79000000.0,173013509.0,154.0,6.7,533.0,English
449,The Book of Eli,1/14/2010,80000000.0,157107755.0,118.0,6.6,2164.0,English
450,Flubber,11/26/1997,80000000.0,177977226.0,93.0,5.3,695.0,English
451,The Haunting,7/23/1999,80000000.0,91188905.0,113.0,5.2,369.0,English
452,Space Jam,11/15/1996,80000000.0,250200000.0,88.0,6.5,1288.0,English
454,The Day the Earth Stood Still,12/10/2008,80000000.0,233093859.0,104.0,5.2,1043.0,English
455,Conspiracy Theory,8/7/1997,75000000.0,136982834.0,135.0,6.5,431.0,English
456,Fury,10/15/2014,68000000.0,211817906.0,135.0,7.4,3946.0,English
457,Six Days Seven Nights,6/12/1998,70000000.0,164000000.0,98.0,5.6,332.0,English
458,Yogi Bear,12/11/2010,80000000.0,201584141.0,80.0,5.2,220.0,English
459,Spirit: Stallion of the Cimarron,5/24/2002,80000000.0,122563539.0,83.0,7.4,831.0,English
460,Zookeeper,7/6/2011,80000000.0,169852759.0,102.0,5.3,498.0,English
461,Lost in Space,4/3/1998,80000000.0,136159423.0,130.0,5.0,388.0,English
462,The Manchurian Candidate,7/30/2004,80000000.0,96105964.0,129.0,6.2,393.0,English
464,Hotel Transylvania 2,9/21/2015,80000000.0,473226958.0,89.0,6.7,1497.0,English
465,Fantasia 2000,12/17/1999,80000000.0,90874570.0,74.0,7.0,292.0,English
466,The Time Machine,3/4/2002,80000000.0,123729176.0,96.0,5.8,631.0,English
468,Swordfish,6/7/2001,102000000.0,147080413.0,99.0,6.1,932.0,English
469,The Legend of Zorro,10/24/2005,75000000.0,142400065.0,129.0,5.9,893.0,English
470,What Dreams May Come,10/2/1998,85000000.0,71485043.0,113.0,6.8,577.0,English
472,The Brothers Grimm,8/26/2005,88000000.0,105316267.0,118.0,5.6,818.0,English
473,Mars Attacks!,12/12/1996,70000000.0,101371017.0,106.0,6.1,1509.0,English
476,Surrogates,9/24/2009,80000000.0,122444772.0,89.0,5.9,1195.0,English
477,Thirteen Days,12/24/2000,80000000.0,34566746.0,145.0,6.9,189.0,English
478,Daylight,12/6/1996,80000000.0,159212469.0,115.0,5.8,378.0,English
479,Walking With Dinosaurs,12/18/2013,80000000.0,126546518.0,87.0,5.2,133.0,English
480,Battlefield Earth,5/10/2000,44000000.0,21400000.0,118.0,3.0,255.0,English
481,Looney Tunes: Back in Action,11/14/2003,80000000.0,68514844.0,90.0,5.6,297.0,English
482,Nine,12/3/2009,80000000.0,53825515.0,112.0,5.1,165.0,English
483,Timeline,11/26/2003,80000000.0,19480739.0,116.0,5.4,318.0,English
484,The Postman,12/25/1997,80000000.0,17626234.0,177.0,6.1,299.0,English
485,Babe: Pig in the City,11/25/1998,90000000.0,69131860.0,92.0,5.2,305.0,English
486,The Last Witch Hunter,10/21/2015,90000000.0,146936910.0,106.0,5.7,1316.0,English
487,Red Planet,11/10/2000,80000000.0,33463969.0,106.0,5.4,267.0,English
488,Arthur and the Invisibles,12/13/2006,86000000.0,107944236.0,94.0,6.0,639.0,English
490,A Sound of Thunder,5/15/2005,80000000.0,5989640.0,110.0,4.8,111.0,English
491,Pompeii,2/18/2014,130000000.0,117831631.0,105.0,5.2,1267.0,English
493,A Beautiful Mind,12/11/2001,60000000.0,313542341.0,135.0,7.7,3009.0,English
494,The Lion King,6/23/1994,45000000.0,788241776.0,89.0,8.0,5376.0,English
495,Journey 2: The Mysterious Island,1/19/2012,79000000.0,355692760.0,94.0,5.8,1030.0,English
496,Cloudy with a Chance of Meatballs 2,9/26/2013,78000000.0,248384621.0,95.0,6.4,915.0,English
497,Red Dragon,9/29/2002,78000000.0,209196298.0,124.0,6.7,1115.0,English
498,Hidalgo,3/5/2004,100000000.0,108103450.0,136.0,6.5,318.0,English
499,Jack and Jill,11/11/2011,79000000.0,149673788.0,91.0,4.1,604.0,English
500,2 Fast 2 Furious,6/5/2003,76000000.0,236350661.0,107.0,6.2,2028.0,English
501,The Little Prince,7/29/2015,64000000.0,97571250.0,92.0,7.6,756.0,English
502,The Invasion,8/17/2007,80000000.0,15071514.0,99.0,5.7,359.0,English
503,The Adventures of Rocky & Bullwinkle,6/30/2000,76000000.0,35134820.0,88.0,3.9,87.0,English
504,The Secret Life of Pets,6/18/2016,75000000.0,875958308.0,87.0,5.9,3462.0,English
505,The League of Extraordinary Gentlemen,7/11/2003,78000000.0,179265204.0,110.0,5.7,1155.0,English
506,Despicable Me 2,6/25/2013,76000000.0,970761885.0,98.0,7.0,4637.0,English
507,Independence Day,6/25/1996,75000000.0,816969268.0,145.0,6.7,3260.0,English
508,The Lost World: Jurassic Park,5/23/1997,73000000.0,229074524.0,129.0,6.2,2487.0,English
509,Madagascar,5/25/2005,75000000.0,532680671.0,86.0,6.6,3237.0,English
510,Children of Men,9/22/2006,76000000.0,69959751.0,109.0,7.4,2071.0,English
511,X-Men,7/13/2000,75000000.0,296339527.0,104.0,6.8,4097.0,English
512,Wanted,6/19/2008,75000000.0,258270008.0,110.0,6.4,2528.0,English
513,The Rock,6/6/1996,75000000.0,335062621.0,136.0,6.9,1456.0,English
514,Ice Age: The Meltdown,3/23/2006,80000000.0,660940780.0,91.0,6.5,2951.0,English
515,50 First Dates,2/13/2004,75000000.0,196482882.0,99.0,6.6,2105.0,English
516,Hairspray,7/13/2007,50000000.0,90450008.0,117.0,6.5,709.0,English
517,Exorcist: The Beginning,8/20/2004,80000000.0,78000586.0,114.0,4.7,183.0,English
519,Now You See Me,5/29/2013,75000000.0,117698894.0,115.0,7.3,5487.0,English
520,Grown Ups,6/24/2010,80000000.0,271430189.0,102.0,6.0,1705.0,English
521,The Terminal,6/17/2004,60000000.0,219417255.0,128.0,7.0,1910.0,English
522,Hotel for Dogs,1/16/2009,35000000.0,73034460.0,100.0,5.7,202.0,English
523,Vertical Limit,12/8/2000,75000000.0,215663859.0,124.0,5.9,283.0,English
524,Charlie Wilson's War,12/19/2007,75000000.0,119000410.0,102.0,6.5,338.0,English
525,Shark Tale,9/20/2004,75000000.0,367275019.0,90.0,5.8,1557.0,English
526,Dreamgirls,12/25/2006,70000000.0,154937680.0,134.0,6.6,284.0,English
527,Be Cool,3/4/2005,53000000.0,95226116.0,118.0,5.4,292.0,English
528,Munich,12/22/2005,70000000.0,130358911.0,164.0,6.9,696.0,English
529,Tears of the Sun,3/7/2003,70000000.0,85632458.0,121.0,6.4,573.0,English
530,Killers,6/4/2010,75000000.0,98159963.0,100.0,5.7,772.0,English
531,The Man from U.N.C.L.E.,8/13/2015,75000000.0,108145109.0,116.0,7.1,2265.0,English
532,Spanglish,12/17/2004,80000000.0,55041367.0,130.0,5.8,369.0,English
533,Monster House,7/21/2006,75000000.0,140175006.0,91.0,6.3,874.0,English
534,Bandits,10/12/2001,75000000.0,67631903.0,123.0,6.2,302.0,English
535,First Knight,7/7/1995,55000000.0,127600435.0,134.0,5.9,311.0,English
537,Immortals,11/10/2011,75000000.0,226904017.0,110.0,5.7,880.0,English
538,Hostage,3/9/2005,52000000.0,77944725.0,113.0,6.2,512.0,English
539,Titan A.E.,6/16/2000,75000000.0,36754634.0,94.0,6.3,313.0,English
540,Hollywood Homicide,6/9/2003,75000000.0,51142659.0,116.0,5.0,166.0,English
541,Soldier,10/23/1998,75000000.0,14567883.0,99.0,6.1,221.0,English
543,Monkeybone,2/23/2001,75000000.0,5409517.0,93.0,4.3,78.0,English
544,Flight of the Phoenix,12/17/2004,45000000.0,21009180.0,113.0,5.7,276.0,English
545,Unbreakable,11/13/2000,75000000.0,248118121.0,106.0,6.9,1946.0,English
546,Minions,6/17/2015,74000000.0,1156730962.0,91.0,6.4,4571.0,English
547,Sucker Punch,3/24/2011,82000000.0,89792502.0,110.0,5.9,1623.0,English
548,Snake Eyes,8/7/1998,73000000.0,103891409.0,98.0,5.8,327.0,English
549,Sphere,2/13/1998,75000000.0,13100000.0,134.0,5.8,476.0,English
550,The Angry Birds Movie,5/11/2016,73000000.0,349779543.0,97.0,5.9,1022.0,English
551,Fool's Gold,2/7/2008,70000000.0,111231041.0,112.0,5.4,444.0,English
552,Funny People,7/31/2009,75000000.0,61458982.0,146.0,5.7,390.0,English
553,The Kingdom,8/22/2007,70000000.0,86658558.0,110.0,6.5,513.0,English
554,Talladega Nights: The Ballad of Ricky Bobby,8/4/2006,72500000.0,162966177.0,116.0,6.2,491.0,English
555,Dr. Dolittle 2,6/22/2001,70000000.0,176104344.0,87.0,4.9,410.0,English
556,Braveheart,5/24/1995,72000000.0,210000000.0,177.0,7.7,3336.0,English
557,Jarhead,11/4/2005,72000000.0,96889998.0,125.0,6.6,765.0,English
558,The Simpsons Movie,7/25/2007,75000000.0,527068851.0,87.0,6.9,2264.0,English
559,The Majestic,12/21/2001,72000000.0,37317558.0,152.0,6.6,188.0,English
560,Driven,4/27/2001,94000000.0,54744738.0,116.0,4.5,179.0,English
561,Two Brothers,4/7/2004,74500000.0,62172050.0,109.0,6.9,180.0,English
562,The Village,7/30/2004,60000000.0,256697520.0,108.0,6.2,1071.0,English
563,Doctor Dolittle,6/22/1998,71000000.0,294456605.0,85.0,5.4,686.0,English
564,Signs,8/2/2002,72000000.0,408247917.0,106.0,6.4,1599.0,English
565,Shrek 2,5/19/2004,150000000.0,919838758.0,93.0,6.7,2988.0,English
566,Cars,6/8/2006,120000000.0,461983149.0,117.0,6.6,3877.0,English
567,Runaway Bride,7/30/1999,70000000.0,309457509.0,116.0,5.7,455.0,English
568,xXx,8/9/2002,70000000.0,277448382.0,124.0,5.8,1424.0,English
569,The SpongeBob Movie: Sponge Out of Water,2/5/2015,74000000.0,311594032.0,93.0,5.8,719.0,English
570,Ransom,11/8/1996,80000000.0,309492681.0,117.0,6.4,470.0,English
571,Inglourious Basterds,8/18/2009,70000000.0,319131050.0,153.0,7.9,6430.0,English
572,Hook,12/11/1991,70000000.0,300854823.0,144.0,6.6,1532.0,English
573,Die Hard 2,7/2/1990,70000000.0,240031094.0,124.0,6.6,1896.0,English
574,S.W.A.T.,8/8/2003,80000000.0,116643346.0,117.0,5.8,770.0,English
575,Vanilla Sky,12/10/2001,68000000.0,203388341.0,136.0,6.5,1078.0,English
576,Lady in the Water,7/21/2006,75000000.0,42285169.0,110.0,5.3,409.0,English
577,AVP: Alien vs. Predator,8/12/2004,70000000.0,171183863.0,101.0,5.5,1217.0,English
578,Alvin and the Chipmunks: The Squeakquel,12/21/2009,75000000.0,443140005.0,88.0,5.4,666.0,English
579,We Were Soldiers,3/1/2002,75000000.0,114660784.0,138.0,6.7,521.0,English
580,Olympus Has Fallen,3/20/2013,70000000.0,161025640.0,120.0,6.2,2981.0,English
581,Star Trek: Insurrection,12/10/1998,70000000.0,118000000.0,103.0,6.3,391.0,English
582,Battle: Los Angeles,3/8/2011,70000000.0,202466756.0,116.0,5.5,1448.0,English
583,Big Fish,12/25/2003,70000000.0,122919055.0,125.0,7.6,1994.0,English
